"taxon"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.P0X4b2H11.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"P0X4b2H11"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Saccharospirillaceae.Oceaniserpentilla"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	"Oceaniserpentilla"
"Bacteria.Thermodesulfobacteriota.Desulfuromonadia.Bradymonadales.Incertae Sedis.NA"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Bradymonadales"	"Incertae Sedis"	"NA"
"Bacteria.Nitrospirota.NA.NA.NA.NA"	"Bacteria"	"Nitrospirota"	"NA"	"NA"	"NA"	"NA"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Parvibaculales.PS1 clade.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Parvibaculales"	"PS1 clade"	"Incertae Sedis"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prolixibacteraceae.Mariniphaga"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prolixibacteraceae"	"Mariniphaga"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Beijerinckiaceae.FukuN57"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Beijerinckiaceae"	"FukuN57"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cyclobacteriaceae.Marivirga"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Marivirga"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Chitinibacteraceae.Formivibrio"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Chitinibacteraceae"	"Formivibrio"
"Archaea.Halobacteriota.Methanosarcinia.Methanosarcinales.ANME-2c.Incertae Sedis"	"Archaea"	"Halobacteriota"	"Methanosarcinia"	"Methanosarcinales"	"ANME-2c"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Rubrimonas"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Rubrimonas"
"Bacteria.Bacillota.Bacilli.Lactobacillales.Streptococcaceae.Pilibacter"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Pilibacter"
"Bacteria.Fermentibacterota.Fermentibacteria.Fermentibacterales.Fermentibacteraceae.Incertae Sedis"	"Bacteria"	"Fermentibacterota"	"Fermentibacteria"	"Fermentibacterales"	"Fermentibacteraceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.UBA10353 marine group.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"UBA10353 marine group"	"Incertae Sedis"	"Incertae Sedis"
"Archaea.Halobacteriota.Halobacteria.Halobacterales.Halomicrobiaceae.Halosimplex"	"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"Halomicrobiaceae"	"Halosimplex"
"Archaea.Thermoplasmatota.Thermoplasmata.Incertae Sedis.Incertae Sedis.NA"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Incertae Sedis"	"Incertae Sedis"	"NA"
"Archaea.Methanobacteriota.Thermococci.Methanofastidiosales.Methanofastidiosaceae.Candidatus Methanofastidiosum"	"Archaea"	"Methanobacteriota"	"Thermococci"	"Methanofastidiosales"	"Methanofastidiosaceae"	"Candidatus Methanofastidiosum"
"Archaea.Thermoplasmatota.Thermoplasmata.Incertae Sedis.Incertae Sedis.Marine Group III"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Incertae Sedis"	"Incertae Sedis"	"Marine Group III"
"Bacteria.Synergistota.Synergistia.Synergistales.Synergistaceae.Aminivibrio"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Aminivibrio"
"Bacteria.Deferribacterota.Deferribacteres.Deferribacterales.Deferribacteraceae.Flexistipes"	"Bacteria"	"Deferribacterota"	"Deferribacteres"	"Deferribacterales"	"Deferribacteraceae"	"Flexistipes"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Pelagibaca"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Pelagibaca"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Nitrosococcales.Nitrosococcaceae.CI75cm.2.12"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Nitrosococcales"	"Nitrosococcaceae"	"CI75cm"
"Bacteria.Synergistota.Synergistia.Synergistales.Synergistaceae.Aminomonas"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Aminomonas"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cyclobacteriaceae.Aquiflexum"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Aquiflexum"
"Bacteria.Bacteroidota.Bacteroidia.Sphingobacteriales.S15A-MN91.Incertae Sedis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"S15A-MN91"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Thalassobaculales.Nisaeaceae.OM75 clade"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Thalassobaculales"	"Nisaeaceae"	"OM75 clade"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Family XI.Tepidimicrobium"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Family XI"	"Tepidimicrobium"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Crocinitomicaceae.Incertae Sedis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Epibacterium"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Epibacterium"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Lysobacterales.Rhodanobacteraceae.Fulvimonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Lysobacterales"	"Rhodanobacteraceae"	"Fulvimonas"
"Bacteria.Actinomycetota.Actinobacteria.Micromonosporales.Micromonosporaceae.Actinocatenispora"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinocatenispora"
"Bacteria.Bacillota.Bacilli.Acholeplasmatales.Acholeplasmataceae.T2WK15B57"	"Bacteria"	"Bacillota"	"Bacilli"	"Acholeplasmatales"	"Acholeplasmataceae"	"T2WK15B57"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodospirillales.Terasakiellaceae.Terasakiella"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodospirillales"	"Terasakiellaceae"	"Terasakiella"
"Bacteria.Thermodesulfobacteriota.Desulfobacteria.Desulfobacterales.Desulfolunaceae.Incertae Sedis"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfolunaceae"	"Incertae Sedis"
"Bacteria.Thermodesulfobacteriota.Desulfuromonadia.Desulfuromonadales.Syntrophotaleaceae.Syntrophotalea"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Desulfuromonadales"	"Syntrophotaleaceae"	"Syntrophotalea"
"Bacteria.Acidobacteriota.Subgroup 20.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Acidobacteriota"	"Subgroup 20"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Caulobacterales.Parvularculaceae.NA"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Parvularculaceae"	"NA"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Devosiaceae.Cucumibacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Devosiaceae"	"Cucumibacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Ectothiorhodospirales.Ectothiorhodospiraceae.Thiogranum"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"Ectothiorhodospiraceae"	"Thiogranum"
"Bacteria.Bacillota.Bacilli.Mycoplasmatales.Mycoplasmataceae.[Mycoplasma] group"	"Bacteria"	"Bacillota"	"Bacilli"	"Mycoplasmatales"	"Mycoplasmataceae"	"[Mycoplasma] group"
"Bacteria.Actinomycetota.Actinobacteria.Kitasatosporales.Streptomycetaceae.Peterkaempfera"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Kitasatosporales"	"Streptomycetaceae"	"Peterkaempfera"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Pelagimonas"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Pelagimonas"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Tenderiales.Tenderiaceae.Candidatus Tenderia"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Tenderiales"	"Tenderiaceae"	"Candidatus Tenderia"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Cyanobacteriales.Chroococcidiopsaceae.Crinalium SAG 22.89"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Cyanobacteriales"	"Chroococcidiopsaceae"	"Crinalium SAG 22"
"Bacteria.Actinomycetota.Actinobacteria.Propionibacteriales.Nocardioidaceae.Incertae Sedis"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Incertae Sedis"
"Archaea.Halobacteriota.Halobacteria.Halobacterales.Halococcaceae.Halostella"	"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"Halococcaceae"	"Halostella"
"Archaea.Nanohaloarchaeota.Nanosalinia.Nanosalinales.Nanosalinaceae.Candidatus Haloredivivus"	"Archaea"	"Nanohaloarchaeota"	"Nanosalinia"	"Nanosalinales"	"Nanosalinaceae"	"Candidatus Haloredivivus"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae.Roseospirillum"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Roseospirillum"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Nitrosococcales.Methylophagaceae.Marine Methylotrophic Group 3"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Nitrosococcales"	"Methylophagaceae"	"Marine Methylotrophic Group 3"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Microbacteriaceae.Pontimonas"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Pontimonas"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Thiomicrospirales.Thiomicrospiraceae.Thiomicrospira"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Thiomicrospirales"	"Thiomicrospiraceae"	"Thiomicrospira"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cyclobacteriaceae.Mongoliicoccus"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Mongoliicoccus"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Pleomorphomonadaceae.NA"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Pleomorphomonadaceae"	"NA"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Spirosomataceae.Nibrella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomataceae"	"Nibrella"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Rhizobiaceae.Cohaesibacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhizobiaceae"	"Cohaesibacter"
"Bacteria.Thermodesulfobacteriota.Desulfuromonadia.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Catenulisporales.Actinospicaceae.Incertae Sedis"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Catenulisporales"	"Actinospicaceae"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Streptosporangiales.Thermomonosporaceae.Actinoallomurus"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Streptosporangiales"	"Thermomonosporaceae"	"Actinoallomurus"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Zeaxanthinibacter"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Zeaxanthinibacter"
"Bacteria.Chloroflexota.Ktedonobacteria.Ktedonobacterales.Ktedonobacteraceae.Ktedonobacter"	"Bacteria"	"Chloroflexota"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"Ktedonobacter"
"Bacteria.Thermodesulfobacteriota.Desulfobulbia.Desulfobulbales.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfobulbia"	"Desulfobulbales"	"Incertae Sedis"	"Incertae Sedis"
"Archaea.Halobacteriota.Halobacteria.Halobacterales.Haloferacaceae.Haloparvum"	"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"Haloferacaceae"	"Haloparvum"
"Bacteria.Actinomycetota.Actinobacteria.Kitasatosporales.Streptomycetaceae.Yinghuangia"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Kitasatosporales"	"Streptomycetaceae"	"Yinghuangia"
"Bacteria.Bacillota.Desulfotomaculia.NA.NA.NA"	"Bacteria"	"Bacillota"	"Desulfotomaculia"	"NA"	"NA"	"NA"
"Bacteria.Myxococcota.Polyangiia.FFCH16767.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Myxococcota"	"Polyangiia"	"FFCH16767"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Stappiaceae.Roseibium"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Stappiaceae"	"Roseibium"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Halothiobacillales.Thioalkalibacteraceae.Guyparkeria"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Halothiobacillales"	"Thioalkalibacteraceae"	"Guyparkeria"
"Bacteria.Thermodesulfobacteriota.Desulfobacteria.Desulfobacterales.Desulfosarcinaceae.Desulfatitalea"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Desulfatitalea"
"Bacteria.Planctomycetota.Phycisphaerae.Phycisphaerales.Phycisphaeraceae.I-8"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"I-8"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Saccharospirillaceae.Litoribacillus"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	"Litoribacillus"
"Bacteria.Cloacimonadota.Cloacimonadia.Cloacimonadales.Cloacimonadaceae.C-2"	"Bacteria"	"Cloacimonadota"	"Cloacimonadia"	"Cloacimonadales"	"Cloacimonadaceae"	"C-2"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Saccharospirillaceae.Bacterioplanoides"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	"Bacterioplanoides"
"Bacteria.Planctomycetota.Phycisphaerae.MSBL9.NA.NA"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	"NA"	"NA"
"Bacteria.Chloroflexota.Dehalococcoidia.JdFR-54.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"JdFR-54"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Chloroflexota.Ktedonobacteria.Ktedonobacterales.Ktedonobacteraceae.BacC-u-018"	"Bacteria"	"Chloroflexota"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"BacC-u-018"
"Archaea.Halobacteriota.Halobacteria.Halobacterales.Haloferacaceae.Haloquadratum"	"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"Haloferacaceae"	"Haloquadratum"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Cyanobacteriales.Phormidiaceae.Incertae Sedis"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Cyanobacteriales"	"Phormidiaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Thalassobaculales.Nisaeaceae.Nisaea"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Thalassobaculales"	"Nisaeaceae"	"Nisaea"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Nitrococcales.Nitrococcaceae.Spiribacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Nitrococcales"	"Nitrococcaceae"	"Spiribacter"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Microscillaceae.Microscilla"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Microscillaceae"	"Microscilla"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Pseudozobellia"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Pseudozobellia"
"Bacteria.Chloroflexota.Anaerolineae.Anaerolineales.Anaerolineaceae.Levilinea"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Levilinea"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Mesonia"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Mesonia"
"Bacteria.Methylomirabilota.Methylomirabilia.Methylomirabilales.Methylomirabilaceae.Z114MB74"	"Bacteria"	"Methylomirabilota"	"Methylomirabilia"	"Methylomirabilales"	"Methylomirabilaceae"	"Z114MB74"
"Bacteria.Planctomycetota.Phycisphaerae.Phycisphaerales.Phycisphaeraceae.FS140-16B-02 marine group"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"FS140-16B-02 marine group"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Porticoccaceae.SAR92 clade"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"SAR92 clade"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Steroidobacterales.NA.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Steroidobacterales"	"NA"	"NA"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Saprospiraceae.Membranihabitans"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Membranihabitans"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Spirosomataceae.Pseudarcicella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomataceae"	"Pseudarcicella"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Cryomorphaceae.Cryomorpha"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"Cryomorpha"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Pseudofulvibacter"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Pseudofulvibacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Cellvibrionaceae.Pseudoteredinibacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Cellvibrionaceae"	"Pseudoteredinibacter"
"Bacteria.Planctomycetota.Planctomycetes.Planctomycetales.Gimesiaceae.Gimesia"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Gimesiaceae"	"Gimesia"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Histidinibacterium"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Histidinibacterium"
"Bacteria.Cloacimonadota.Cloacimonadia.Cloacimonadales.W27.Incertae Sedis"	"Bacteria"	"Cloacimonadota"	"Cloacimonadia"	"Cloacimonadales"	"W27"	"Incertae Sedis"
"Archaea.Halobacteriota.Halobacteria.Halobacterales.Incertae Sedis.Incertae Sedis"	"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Jiangella"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Jiangella"
"Archaea.Halobacteriota.Halobacteria.Halobacterales.Haloferacaceae.Halovenus"	"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"Haloferacaceae"	"Halovenus"
"Bacteria.Bacillota.Bacilli.Bacillales.Marinococcaceae.Salibacterium"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Marinococcaceae"	"Salibacterium"
"Bacteria.Actinomycetota.Actinobacteria.Catenulisporales.Actinospicaceae.Actinocrinis"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Catenulisporales"	"Actinospicaceae"	"Actinocrinis"
"Bacteria.Bacillota.Bacilli.Bacillales.Marinococcaceae.Geomicrobium"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Marinococcaceae"	"Geomicrobium"
"Bacteria.Actinomycetota.Actinobacteria.Frankiales.Frankiaceae.Frankia"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Frankiales"	"Frankiaceae"	"Frankia"
"Bacteria.Fibrobacterota.Chitinivibrionia.Chitinivibrionales.Chitinispirillaceae.NA"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinispirillaceae"	"NA"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Thermopetrobacteraceae.Thermopetrobacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Thermopetrobacteraceae"	"Thermopetrobacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Micavibrionales.Micavibrionaceae.NA"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	"NA"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Tropicimonas-Psychromarinibacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Tropicimonas-Psychromarinibacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Colwelliaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Colwelliaceae"	"Incertae Sedis"
"Bacteria.Thermodesulfobacteriota.Desulfobulbia.Desulfobulbales.Desulfocapsaceae.Desulfofustis"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfofustis"
"Bacteria.Verrucomicrobiota.Lentisphaeria.Oligosphaerales.NA.NA"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"Oligosphaerales"	"NA"	"NA"
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Saprospiraceae.Rubidimonas"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Rubidimonas"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Rhodobiaceae.Butyratibacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Rhodobiaceae"	"Butyratibacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Alteromonadaceae.Aliiglaciecola"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Aliiglaciecola"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Saccharospirillaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	"NA"
"Archaea.Thermoplasmatota.Thermoplasmata.Methanomassiliicoccales.Incertae Sedis.Incertae Sedis"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Methanomassiliicoccales"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Dethiosulfatibacteraceae.Dethiosulfatibacter"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Dethiosulfatibacteraceae"	"Dethiosulfatibacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Legionellales.Legionellaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Micromonosporales.Micromonosporaceae.Allorhizocola"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Allorhizocola"
"Bacteria.Planctomycetota.Planctomycetes.Pirellulales.Pirellulaceae.Candidatus Anammoximicrobium"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Candidatus Anammoximicrobium"
"Archaea.Thermoproteota.Nitrososphaeria.SCGC AB-179-E04.Incertae Sedis.Incertae Sedis"	"Archaea"	"Thermoproteota"	"Nitrososphaeria"	"SCGC AB-179-E04"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Cyanobacteriales.Coleofasciculaceae.Incertae Sedis"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Cyanobacteriales"	"Coleofasciculaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Acetobacterales.Acetobacteraceae.Paracraurococcus"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Paracraurococcus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Methylococcales.Methylococcaceae.Candidatus Methylospira"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Candidatus Methylospira"
